Rating_Number,Votes_Number,Computer_Score,Group_Rank,Group_Rank_Size,Total_Rank,Total_Rank_Size,HDMI,Keyboard,Generation,GPU,Solid State Drive,Microphone In,Process Node,USB Ports,RAM,SSD Interface,Touch,Anti Glare Screen,Speed,Cores,Cache,Inbuilt Microphone,Utility,OS,Keyboard Backlit,Optical Drive,Resolution,RAM Bus Speed,Headphone Jack,Battery,Dimensions,Ethernet,Model,Size,Sales Package,PPI,Speakers,Camera,WiFi,Brand,Series,Battery Details,Type,Touchpad,Warranty,Features,Security Lock Port,Processor,Adapter Type,Bluetooth,Weight,Device Type,Price
4.65,60,2,77,260,1172,2352,No,Backlit Magic Keyboard with Touch ID - US English,No,10-Core GPU,512GB,Yes,No,2 x USB Type-C,8GB DDR4,No,No,No,4 x (Turbo Speed upto 3.5GHz) Performance Cores  4 x (Turbo Speed upto 2.4GHz) Efficient Cores,Octa Core (4P + 4E),16MB,Three-mic Array with Directional Beamforming,Performance,Mac OS Ventura,Yes,No,2880x1864pixels,No,Advanced Support for High-Impedance Headphones,66.5Wh Battery,340.4x237.6x11.5mm,No,M2,15.3inches,No,~ 224PPI,Built-in Speakers,1080p FaceTime HD camera,Wi-Fi 6 (802.11ax),Apple,MacBook Air,66.5-watt‑hour lithium‑polymer battery,"Liquid Retina display, LED-backlit display with IPS technology",Force Touch Trackpad,1year Warranty,"500 nits brightness, support for 1 billion colours, Wide colour (P3), True Tone technology",No,Apple M2,35W USB-C Power Adapter,v5.3,1.51kg,Ultrabook,51990.0
3.9,71,2,82,139,571,2352,1 x HDMI 2.0 Port,"Full-size, backlit, Natural Silver keyboard with numeric keypad",5th Gen,AMD Radeon AMD,512GB,Yes,No,"1 x USB Type-C, 2 x USB 2.0",8GB DDR4,No,No,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,Built-in dual array digital microphones,Performance,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,3 Cell Battery,360x234x17.9mm,No,"15-eh1101AU, 15-eh1101AU",15.6inches,"Laptop, Power Adapter, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,AMD,Pavilion,No,IPS,HP Imagepad with Multi-touch Gesture Support,1year Onsite Warranty,"Full HD (144 Hz, Micro-edge, Brightness: 250 nits, Color Gamut: 45% NTSC)",No,5th Gen AMD Ryzen 5  5500U,No,v5,1.75kg,Ultrabook,114990.0
4.25,81,2,103,139,756,2352,1 x HDMI Port,No,5th Gen,NA,512GB,Yes,No,1 x USB Type-C,8GB DDR4,No,No,No,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,Yes,Performance,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,3 Cell Battery,356.8x233.75x18.9mm,No,"Modern 15 A5M-065IN, Modern 15 A5M",15.6inches,"Laptop, battery, power adapter, user guide, backlit keyboard",~ 141PPI,Built-in Dual Speakers,Yes,Intel Wi-Fi 6 AX200(2x2 ax),AMD,Modern 15,No,"Full HD, 60Hz 45% NTSC IPS-Level",Yes,1year Warranty,"Full HD, 60Hz 45% NTSC IPS-Level",No,5th Gen AMD Ryzen 5  5500U,No,v5.1,1.6kg,Ultrabook,124990.0
4.55,70,3,125,139,1672,2352,1 x HDMI 1.4 Port,"Full-size, soft grey keyboard with numeric keypad",13th Gen,Intel UHD Graphics,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,NVMe,No,Yes,8 x (Turbo Speed upto 3.8GHz) Cores,"Octa Core, 8 Threads",6MB,Built-in Dual Array Digital Microphones,Performance,Windows 11 Home (64-bit),No,No,1920x1080pixels,No,Yes,"41Wh, 3 Cell Battery",No,No,14-Ep0068TU,14inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 157PPI,Built-in Dual Speakers,HP True Vision 1080p FHD,Realtek 6 (2x2),Intel,Core i3,41 Wh Li-ion Battery,No,Yes,1year Onsite Warranty,"Brightness: 250 nits, Color Gamut: 45%NTSC",No,13th Gen Intel Core i3 N305,65 W Smart AC power adapter,v5.3,1.4kg,Ultrabook,134225.0
4.75,86,3,221,231,1571,2352,1 x HDMI 1.4b Port,No,5th Gen,AMD Radeon AMD,512GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",8GB DDR4,NVMe,No,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,Yes,Performance,Windows 11 Home (64-bit),No,No,1920x1080pixels,No,Yes,2 Cell Battery,No,Yes,82KDA022IH,15.6inches,"Laptop, User manual, Adapter",~ 141PPI,Built-in Speakers,"Yes, 1MP",802.11ac 2x2,AMD,V15 G2 ALC,No,No,Yes,1year Onsite Warranty,No,No,5th Gen AMD Ryzen 5 5500U,No,v5.1,1.7kg,Ultrabook,154900.0
4.4,277,3,285,447,1497,2352,1 x HDMI 2.0b Port,"Backlit Chiclet Keyboard RGB, Yes",4th Gen,NVIDIA GeForce RTX 3050,512GB,Yes,No,"1 x USB Type-C, 3 x USB 3.0",16GB DDR4,No,No,Yes,8 x 2.9GHz (Turbo Speed upto 4.2GHz) Cores,"Octa Core, 16 Threads",8MB,Built-in array microphone,Gaming,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,"90Wh, 4 Cell Battery",399x268x22.1mm,No,"FA766IC-HX005T, FA766IC-HX005T",17.3inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 127PPI,Built-in Speaker,Yes,802.11ax,AMD,ASUS TUF Gaming,No,LED,Yes,1year Onsite Warranty,"Full HD LED Backlit Display (250nits Brightness, NTSC: 45% Color Gamut, Value IPS-level)",No,4th Gen AMD Ryzen 7  4800H,180W AC Adapter\n,v5.1,2.6kg,Netbook,57100.0
4.4,3,3,75,345,1509,2352,1 x HDMI 1.4 Port,Backlit Chiclet Keyboard,12th Gen,Intel Iris Xe,512GB,Yes,10 nm,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",8GB DDR4,NVMe PCIe Gen3,No,Yes,2 x 1.2GHz (Turbo Speed upto 4.4GHz) Performance Cores  4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10MB,Built-in Microphone,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,"42Wh, 3 Cell Battery",No,No,X1502ZA-EJ953WS,15.6inches,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",~ 141PPI,Built-in Speaker,720p HD camera,802.11ax,Intel,Vivobook 15,42WHrs,LED,Yes,1year Onsite Warranty,"TUV Rheinland-Certified, Screen-to-Body Ratio: 82 ％",No,12th Gen Intel Core i3 1215U,65W AC Adapter,v5,No,Netbook,41990.0
4.15,80,3,185,272,1757,2352,1 x HDMI v1.4b Port,No,12th Gen,Intel Integrated UHD,512GB,Yes,10 nm,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",8GB DDR4,NVMe,No,Yes,2 x 1.2GHz (Turbo Speed upto 4.4GHz) Performance Cores  4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10MB,Dual Array Microphone,"Everyday Use, Business, Performance, Gaming",Windows 11 Home (64-bit),No,No,1920x1080pixels,3200MHz,Yes,"38Wh, 2 Cell Battery",No,Yes,82TTA00VIH,15.6inches,"Laptop, User manual, Adapter",~ 141PPI,Built-in Speakers,Yes,802.11ac 2x2 Wi-Fi,Intel,V15 G3,\u200e38 Watt Hours,No,"Buttonless Mylar Surface Multi-Touch Touchpad, supports Precision TouchPad",1year Onsite Warranty,"250 Nits display, TÜV Rheinland Low Blue Light Certified",Kensington Nano Security Lock Slot,12th Gen Intel Core i3 1215U,No,v5,No,Netbook,42990.0
4.1,165,3,91,319,1601,2352,1 x HDMI Port,Yes,No,Intel Integrated UHD,256GB,Yes,No,"2 x USB 3.0, 1 x USB 2.0",4GB DDR4,NVMe,No,Yes,4 x 2GHz (Turbo Speed upto 3.3GHz) Cores,"Quad Core, 4 Threads",No,Yes,Performance,Windows 11 Home (64-bit),No,No,1366x768pixels,No,Yes,No,328x236x19.9mm,Yes,UN.K0SSI.040,14inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 112PPI,No,Yes,"Wi-Fi 5 (Realtek RTL8822CE 802.11a/b/g/n/ac), Dual Band",Intel,Aspire 3 A314-35,No,LED-backlit,Yes,1year Onsite Warranty,No,Yes,Intel Pentium Quad Core N6005,No,v5,1.45kg,Ultrabook,37299.0
4.5,1,2,93,292,690,2352,No,Chiclet Keyboard,No,Intel Integrated UHD 600,No,Yes,No,"2 x USB Type-C, 1 x USB 3.0",4GB LPDDR4X,No,No,Yes,2 x 1.1GHz (Turbo Speed upto 2.8GHz) Cores,"Dual Core, 2 Threads",4MB,Built-in Microphone,Performance,Chrome OS,Yes,No,1366x768pixels,No,Yes,3 Cell Battery,292x199x19.5mm,No,C214MA-BU0452,11.6inches,"Laptop, Power Adaptor, User Guide",~ 135PPI,Built-in Speaker,Yes,Wi-Fi 5 (802.11ac) Dual Band (2*2),Intel,Chromebooks,No,LED,Yes,1year Onsite Warranty,"HD LED Backlit LCD Display (NTSC: 45% Color Gamut, 200nits Brightness, 65% Screen-to-body Ratio)",No,Intel Celeron  N4020,45W AC Adapter\n,v5,1.2kg,Hybrid,79990.0
4.65,93,3,207,272,1934,2352,1 x HDMI 1.4 Port,No,3rd Gen,AMD Radeon graphics,256GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,NVMe,No,Yes,2 x 2.3GHz (Turbo Speed upto 3.2GHz) Cores,"Dual Core, 2 Threads",4MB,integrated digital microphone,Everyday Use,DOS,No,No,1366x768pixels,2400MHz,Yes,"41Wh, 3 Cell Battery",324x225.9x19.9mm,Yes,796Y6PA,14inches,"Main Unit, Charging Cable, Charging Adapter",~ 112PPI,Stereo speakers,720p HD camera,Yes,AMD,247 G8,41 Wh Li-ion,LED,Yes,1year Warranty,"250 nits, eDP micro-edge, 45% NTSC",No,3rd Gen AMD Athlon Silver 3050U,HP Smart 65 W EM External AC,Yes,1.47kg,Netbook,42990.0
4.2,94,3,169,345,1847,2352,No,Chiclet Keyboard,No,Intel Integrated HD 500,No,Yes,No,"2 x USB Type-C, 2 x USB 3.0",4GB LPDDR4X,No,Yes,No,2 x 1.1GHz (Turbo Speed upto 2.4GHz) Cores,"Dual Core, 2 Threads",2MB,Built-in Microphone,Performance,Chrome,Yes,No,1366x768pixels,No,Yes,2 Cell Battery,322x228x16.1mm,No,C423NA-BZ0522,14inches,"Laptop, Power Adaptor, User Guide",~ 112PPI,Built-in Speaker,Yes,Wi-Fi 5 (802.11ac) Dual Band (2*2),Intel,Chromebooks,No,LED,Yes,1year Onsite Warranty,"HD LED Backlit LCD Glossy Display (NTSC: 45% Color Gamut, 200nits Brightness, 78% Screen-to-body Ratio)",No,Intel Celeron  N3350,45W AC Adapter\n,v5,1.34kg,Ultrabook,37990.0
4.05,118,3,7,345,1867,2352,1 x HDMI v2.0 Port,"4 Zone RGB English , Yes",5th Gen,NVIDIA GeForce GTX 1650,512GB,Yes,No,"1 x USB Type-C, 4 x USB 3.0",8GB DDR4,No,No,Yes,6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,"Hexa Core, 12 Threads",16MB,Dual Array Microphone,"Gaming, Performance",Windows 10 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,60Wh Battery,363.06x261x26mm,100/1000 Mbps,5 82JW00CMIN,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,IEEE 802.11ax (2x2),AMD,Legion 5,No,LED,Multi-touch Touchpad,1year Onsite Warranty,"Full HD LED Backlit IPS Display (250 nits Brightness, 120 Hz Refresh Rate, 45% NTSC Color Gamut)",Kensington Security Slot\n,5th Gen AMD Ryzen 5  5600H,170 W AC Adapter,v5,2.4kg,Netbook,37990.0
4,3,4,41,53,2309,2352,1 x HDMI 1.4b Port,No,5th Gen,AMD Radeon Graphics,512GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",8GB,NVMe,No,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,Yes,Everyday Use,Windows 11 Pro (64-bit),No,No,1920x1080pixels,No,Yes,3 Cell Battery,324x221x21mm,Yes,20Y7S08700,14inches,E14,~ 157PPI,2 x 2W stereo speakers,720p HD with ThinkShutter camera cover,WiFi 6,AMD,ThinkPad E14 G3,No,No,Yes,1year Warranty,No,Yes,5th Gen AMD Ryzen 5 5500U,USB-C 65W,v5.2,1.69kg,Netbook,22990.0
4.1,113,3,2,36,1984,2352,1 x HDMI Port,No,5th Gen,AMD Radeon Graphics,512GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",8GB,NVMe,No,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,Yes,Everyday Use,Free DOS,No,No,1920x1080pixels,No,Yes,3 Cell Battery,324x221x21mm,Yes,20Y7S08700,14inches,E14,~ 157PPI,No,Yes,Yes,AMD,ThinkPad E14 G3,No,No,Yes,1year Warranty,No,No,5th Gen AMD Ryzen 5 5500U,No,Yes,1.69kg,Netbook,20001.0
4.05,1,3,5,12,2280,2352,1 x HDMI 2.0 Port,No,5th Gen,NVIDIA GeForce RTX 3050,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,No,No,Yes,6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,"Hexa Core, 12 Threads",16MB,Yes,Everyday Use,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,No,360x252x24mm,1 x RJ-45,IdeaPad Gaming 3 15ACH6 82K201RRIN,15.6inches,No,~ 141PPI,Stereo Speakers,Yes,IEEE 802.11a/b/g/n/ac,AMD,IdeaPad Gaming,No,IPS Screen,Yes,1year Warranty,"120 Hz, Full HD Anti-glare Display, 250nits Brightness, 45 Percent NTSC, DC Dimmer",No,5th Gen AMD Ryzen 5  5600H,No,v5,2.25kg,Netbook,15990.0
4.55,133,2,42,292,448,2352,1 x HDMI v2.0 Port,"Blue LED Backlit English Keyboard, Yes",4th Gen,NVIDIA GeForce GTX 1650,512GB,Yes,No,"2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,6 x 3GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,Built-in Dual Array Microphones,"Gaming, Performance",Windows 10 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,No,45Wh Battery,359x249.6x24.9mm,100/1000M,15ARH05,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Stereo Speakers,Yes,11ac (2x2),AMD,IdeaPad Gaming,No,LED,Yes,1year Onsite Warranty,"Full HD LED Backlit, IPS Display (250 nits Brightness, 120 Hz Refresh Rate)",No,4th Gen AMD Ryzen 5  4600H,135 W Adapter,v5,2.2kg,Netbook,79990.0
4.05,101,3,343,453,1493,2352,1 x HDMI 1.4 Port,Chiclet Keyboard,3rd Gen,AMD Radeon Vega 8,512GB,Yes,No,"1 x USB Type-C, 2 x USB 2.0",8GB DDR4,No,No,Yes,4 x 2.1GHz (Turbo Speed upto 3.7GHz) Cores,"Quad Core, 8 Threads",4MB,Built-in Microphone,Performance,Windows 11 Home (32-bit),No,No,1920x1080pixels,No,Yes,No,325.4x216x19.9mm,No,M415DA-EB712WS,14inches,"Laptop, battery, adapter, cables and user manuals",~ 157PPI,Built-in Speaker,Yes,Wi-Fi 5(802.11ac),AMD,VivoBook 14 (2021),No,"Full HD LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, display",Yes,1year Onsite Warranty,No,No,3rd Gen AMD Ryzen 5  3500U,No,v4.1,1.6kg,Ultrabook,65999.0
4.7,60,3,383,447,1774,2352,1 x HDMI 2.0 Port,"White backlit, English, Yes",11th Gen,NVIDIA GeForce RTX 3050,512GB,Yes,No,"2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,4 x 3.3GHz (Turbo Speed upto 4.8GHz) Cores,"Quad Core, 8 Threads",12MB,Built-in array microphone,Gaming,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,45Wh Battery,359.6x251.9x24.2mm,100/1000M,IPG3-15IHU6,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Stereo Speakers,Yes,"11ax, 2x2",Intel,IdeaPad Gaming 3i,No,Full HD,Yes,1year Warranty,"IPS 250nits , 120Hz, 45% NTSC, DC dimmer",No,11th Gen Intel Core i7 11370H,170W Slim Tip Adapter,v5,2.25kg,Netbook,52699.0
4.45,342,2,30,376,448,2352,1 x HDMI Port,Single Backlight Red Keyboard,5th Gen,AMD Radeon RX5500M,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,"Hexa Core, 12 Threads",16MB,Built-in Microphone,"Gaming, Performance",Windows 10 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,"53.5Wh, 3 Cell Battery",359x259x24.95mm,Yes,Bravo 15 B5DD-043IN,15.6inches,"Laptop, Battery, Power Adapter, User Guide",~ 141PPI,Built-in Speaker,Yes,Intel Wi-Fi 6 AX200 (2*2 ax),AMD,Bravo,53.5 WHrs,IPS-Level,Yes,1year Onsite Warranty,Full HD 144Hz 45%NTSC IPS-Level Display,No,5th Gen AMD Ryzen 5  5600H,150W AC Adapter\n,v5.1,2.35kg,Netbook,68990.0
4.4,638,2,87,481,763,2352,1 x HDMI 2.0 Port,"All-zone of Single Colored with 15 Colors LED Setting, Yes",11th Gen,NVIDIA GeForce RTX 3050,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",16GB DDR4,No,No,Yes,6 x 2.2GHz (Turbo Speed upto 4.5GHz) Cores,"Hexa Core, 12 Threads",12MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,No,No,361x258x31.6mm,Yes,RC45GD,15.6inches,"Laptop, User manual, Adapter",~ 141PPI,Built-in Speakers,Yes,"Intel AX201 Wireless (802.11ax, a/b/g/n/ac/ax compatible) 1",Intel,Core i5,No,"LED Backlit, 144Hz",Yes,1year Onsite Warranty,"300 Nits, 45% NTSC, 6-bit + Hi-FRC",Yes,11th Gen Intel Core i5 11400H,No,v5.2,2.03kg,Netbook,58990.0
4.2,656,3,167,272,1695,2352,1 x HDMI v2.1 Port,"4 Zone RGB English , Yes",5th Gen,NVIDIA GeForce GTX 3050,512GB,Yes,No,"2 x USB Type-C, 4 x USB 3.0",16GB DDR4,NVMe,No,Yes,8 x 3.2GHz (Turbo Speed upto 4.4GHz) Cores,"Octa Core, 16 Threads",16MB,Dual Array Microphone,"Gaming, Performance",Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,No,362.4x261x26mm,100/1000 Mbps,82JW00QMIN,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,IEEE 802.11ax (2x2),AMD,Legion 5,60 Watts Hours,LED,Multi-touch Touchpad,1year Onsite Warranty,"Full HD LED Backlit IPS Display (250 nits Brightness,45% NTSC Color Gamut)",Kensington Security Slot\n,5th Gen AMD Ryzen 7 5800H,230 W Slim Tip AC Adapter,v5,2.4kg,Netbook,46990.0
4.15,139,2,141,292,854,2352,1 x HDMI 2.0b Port,"Backlit Chiclet Keyboard Single Light, Yes",6th Gen,AMD Radeon AMD,1TB,Yes,No,"1 x USB Type-C, 1 x USB 3.0",16GB LPDDR5,No,Yes,Yes,8 x 3.2GHz (Turbo Speed upto 4.7GHz) Cores,"Octa Core, 16 Threads",16MB,Built-in Microphone,Performance,Windows 11 Home (64-bit),Yes,No,1920x1200pixels,No,No,"62Wh, 4 Cell Battery",299x222x16.9mm,No,GV301RC-LJ022WS,13.4inches,"Laptop, Battery, Adapter, Cables and User Manuals",~ 169PPI,Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) Dual band) 2x2,AMD,ROG Flow X13,No,IPS Screen,Yes,1year Onsite Warranty,"120Hz Refresh Rate, 500nits Brightness",No,6th Gen AMD Ryzen 7  6800HS,No,v5.2,1.3kg,Ultrabook,79990.0
4.4,2,2,160,481,1014,2352,1 x HDMI 2.0b Port,"Backlit KB- 4 zone RGB, Yes",5th Gen,NVIDIA GeForce RTX 3050Ti,1TB,Yes,No,"1 x USB Type-C, 3 x USB 3.0",16GB DDR4,No,No,Yes,8 x 3GHz Cores,Octa Core,No,Built-in Array Microphone,"Gaming, Performance","Windows 10 Home, Windows 10 (64-bit)",Yes,No,1920x1080pixels,3200MHz,Yes,4 Cell Battery,359x256x24.7mm,10/100/1000 Mbps,"G513QE-HF144T, ROG Strix G15",15.6inches,"Laptop, Power Adaptor, User Guide",~ 141PPI,Built-in Speaker,No,"Wi-Fi 6(802.11ax) Dual band (2*2), Yes",AMD,ROG Strix G15,No,IPS Level,Yes,1year Onsite Warranty,"Full HD Display, 300 Hz",No,5th Gen AMD Ryzen 9  5900H,No,v5.2,2.3kg,Netbook,58000.0
4.4,135,2,47,453,585,2352,1 x HDMI 1.4 Port,"Full-size, textured keyboard with numeric keypad",3rd Gen,AMD Radeon Graphics,512GB,Yes,No,"1 x USB Type-C, 2 x USB Type-A, 2 x USB 3.0",8GB DDR4,NVMe,No,Yes,4 x 2.1GHz (Turbo Speed upto 3.7GHz) Cores,"Quad Core, 8 Threads",4MB,integrated digital microphone,"Everyday Use, Business, Performance",\u200eWindows 11 Home (64-bit),No,No,1366x768pixels,2400MHz,Yes,"41Wh, 3 Cell Battery",No,Yes,247 G8,14inches,"Laptop, Power Adapter, User Guide",~ 112PPI,Stereo speakers,720p HD camera,Realtek 802.11a/b/g/n/ac (2×2),AMD,247 G8,41 Wh Li-ion,micro-edge,Touchpad with multi-touch gesture support,1year Warranty,"250 nits, 45% NTSC",No,3rd Gen AMD Ryzen 3 3500U,HP Smart 65 W EM External AC power adapter,v5,No,Netbook,64199.0
4.4,78,2,19,270,329,2352,1 x HDMI v2.0b Port,Backlit Chiclet Keyboard Single Light,6th Gen,\u200eNVIDIA GeForce RTX 3050,1TB,Yes,No,"2 x USB Type-C, 1 x USB Type-A, 3 x USB 3.0",16GB LPDDR5,NVMe PCIe Gen4,Yes,Yes,8 x 3.3GHz (Turbo Speed upto 4.9GHz) Cores,"Octa Core, 16 Threads",16MB,Built-in 3 Microphone Array,"Performance, Gaming",Windows 11 Home (64-bit),Yes,No,1920x1200pixels,6400MHz,No,"62Wh, 4 Cell Battery",299x222x16.9mm,No,GV301RC-LJ073WS,13.4inches,"Laptop, Battery, Adapter, Cables and User Manuals",~ 169PPI,Built-in Dual Speakers,720p HD Camera,Wi-Fi 6E (802.11ax) (Dual band) 2 x 2,AMD,ROG Flow X13 (2022),"62WHrs, 4S1P",No,Yes,1year Onsite Warranty,"IPS-level, 500 nits Brightness, Contrast 1000:1, NTSC: 72%, SRGB%: 100%, Adobe%: 75%, Glossy display",No,6th Gen AMD Ryzen 9 6900HS\u200b,100W USB-C Power Adapter,v5.2,1.3kg,Ultrabook,82990.0
4.2,51,2,53,139,361,2352,1 x HDMI Port,Chiclet Keyboard,4th Gen,NVIDIA Geforce GTX 1660Ti Max-Q,512GB,Yes,No,2 x USB 3.0,16GB DDR4,No,No,Yes,8 x 2.9GHz (Turbo Speed upto 4.2GHz) Cores,"Octa Core, 16 Threads",8MB,Built-in Array Microphone,Gaming,Windows 10 Home Basic (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,4 Cell Battery,No,No,GA401IU-HA246TS,14inches,"Laptop, AC Adapter, User Guide, Manuals, ROG sleeve for G14",~ 157PPI,Dual Speakers,Yes,802.11 b/g/n/ax,AMD,Ryzen 7,No,LED,Multi-Touch Gestures Enabled,1 Year,Full HD Display,No,4th Gen AMD Ryzen 7  4800HS,No,v5,2kg,Netbook,126790.0
4.7,81,2,72,139,451,2352,1 x HDMI v2.0b Port,RGB Chiclet Keyboard,11th Gen,NVIDIA GeForce RTX 3050,512GB,Yes,No,"1 x USB Type-C, 3 x USB 3.0",16GB DDR4,No,No,Yes,6 x 2.2GHz (Turbo Speed upto 4.5GHz) Cores,"Hexa Core, 12 Threads",12MB,Built-In Array Microphone,"Gaming, Performance",Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,4 Cell Battery,359x256x24.5mm,10/100/1000 Mbps,FX506HC-HN362WS,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-In Dual Speakers,Yes,Wi-Fi 6 (802.11ax),Intel,TUF Gaming F15,No,LED,Yes,1year Onsite Warranty,"Full HD LED Backlit, IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 1000:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB)",Kensington Lock Slot,11th Gen Intel Core i5 11400H,No,v5.2,2.3kg,Netbook,113990.0
4.05,79,3,133,319,1752,2352,1 x HDMI Port,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",5th Gen,NVIDIA GeForce RTX 3050,512GB,Yes,No,"1 x USB Type-C, 3 x USB 3.0",8GB DDR4,No,No,Yes,6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,"Hexa Core, 12 Threads",16MB,Built-in Dual Microphone,"Everyday Use, Gaming, Business, Performance",Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,4 Cell Battery,363.4x255x23.9mm,Killer Ethernet E2600,AN515-45,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,802.11a/b/g/n/acR2+ax wireless LAN,AMD,Nitro 5,No,TFT LCD,Yes,1year Warranty,Acer ComfyView LED-backlit,Yes,5th Gen AMD Ryzen 5  5600H,No,v5.1,2.2kg,Netbook,33990.0
4.55,74,2,15,139,180,2352,1 x HDMI Port,Backlit Keyboard,7th Gen,NVIDIA GeForce GTX 1050,128GB,No,No,3 x USB 3.0,8GB DDR4,No,No,Yes,4 x 2.8GHz (Turbo Speed upto 3.8GHz) Cores,"Quad Core, 8 Threads",6MB,Built-in Microphone,Gaming,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,2400MHz,No,No,380x265x25.8mm,Yes,80WK00R1IN,15.6inches,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,"Built-in, Stereo Speakers","HD Webcam, 0.92MP",WIFI 2x2 AC,Intel,Legion,No,Full HD LED Backlit Anti-glare IPS Slim Display,Touchpad,1 Year Onsite Warranty,No,Yes,7th Gen Intel Core i7 7700HQ,No,v4.1,2.4kg,No,131990.0
